,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed
647,1017.6,26.4,24.5,23.4,22.9,81.0,81.0,1.4,80.0,37.0
648,1010.3,26.6,24.1,23.3,19.9,80.0,58.0,5.7,30.0,23.7
649,1020.8,28.4,25.8,23.3,19.5,75.0,72.0,7.7,90.0,14.1
650,1012.4,25.0,23.1,20.6,21.4,81.0,76.0,7.7,70.0,27.4
651,1016.2,28.0,25.9,24.0,22.3,83.0,77.0,7.7,80.0,30.3
652,1010.5,26.1,25.8,24.5,20.6,79.0,67.0,8.5,50.0,13.0
653,1016.6,26.2,26.8,23.2,20.4,79.0,69.0,5.0,40.0,22.4
654,1013.4,29.1,23.5,21.0,19.9,82.0,74.0,6.4,30.0,25.1
655,1019.4,28.1,25.9,24.5,20.9,85.0,58.0,7.8,70.0,21.6
656,1017.8,30.0,26.8,25.5,23.6,84.0,67.0,6.7,100.0,11.1
657,1012.6,28.5,26.5,23.1,21.3,84.0,72.0,6.6,30.0,25.0
658,1017.8,25.9,24.7,22.2,21.8,85.0,88.0,2.7,50.0,39.5
659,1015.2,29.5,26.7,24.1,22.1,76.0,48.0,7.8,60.0,15.1
660,1017.4,26.3,23.1,21.5,20.6,85.0,81.0,0.4,70.0,28.2
661,1019.0,26.1,23.1,21.1,17.1,87.0,87.0,0.7,50.0,28.6
662,1017.7,26.6,25.8,24.1,21.4,89.0,88.0,1.2,80.0,23.3
663,1015.0,28.4,25.4,23.7,20.6,90.0,81.0,2.0,70.0,15.3
664,1017.6,26.8,24.8,21.4,22.3,88.0,88.0,0.5,70.0,23.9
665,1018.1,25.9,24.7,23.3,21.4,86.0,80.0,3.9,70.0,16.5
666,1017.8,26.6,24.8,23.3,22.5,86.0,84.0,1.0,70.0,15.3
667,1015.5,29.5,26.2,24.8,23.3,84.0,88.0,3.6,70.0,9.0
668,1018.9,28.9,25.4,24.3,22.6,90.0,78.0,4.5,80.0,15.3
669,1019.7,25.9,24.9,22.7,22.0,89.0,84.0,1.1,80.0,26.1
670,1014.5,27.2,25.3,24.0,21.4,82.0,66.0,6.3,80.0,29.6
671,1017.6,27.6,25.4,24.0,23.0,89.0,86.0,2.3,80.0,17.2
672,1014.6,26.9,25.4,24.8,21.4,82.0,85.0,1.2,50.0,16.9
673,1016.4,26.6,24.4,22.1,17.6,76.0,78.0,5.8,70.0,8.3
674,1020.6,25.2,21.3,19.2,17.8,75.0,59.0,5.1,20.0,20.0
675,1021.6,25.3,22.0,22.6,19.4,83.0,84.0,0.5,60.0,11.9
676,1016.2,21.3,19.3,18.9,18.6,79.0,85.0,0.0,40.0,28.7
677,1021.1,21.1,19.9,18.7,16.4,75.0,88.0,0.9,40.0,16.2
678,1017.5,21.1,20.9,19.2,18.8,91.0,88.0,0.0,50.0,31.8
679,1016.4,21.9,18.6,18.8,15.4,76.0,88.0,8.6,70.0,26.8
680,1018.2,24.9,21.1,20.4,17.9,87.0,84.0,4.4,40.0,27.0
681,1016.5,22.8,19.1,18.5,17.6,91.0,88.0,0.2,40.0,9.8
682,1017.5,21.9,19.2,17.7,17.2,93.0,93.0,0.4,70.0,21.9
683,1019.0,22.9,20.8,18.4,16.0,75.0,43.0,9.3,20.0,26.8
684,1020.0,19.3,18.1,17.1,16.9,88.0,80.0,3.3,60.0,24.0
685,1020.3,21.3,19.9,17.2,15.5,75.0,66.0,3.3,20.0,23.3
686,1018.1,22.4,20.5,19.4,16.0,83.0,89.0,0.6,20.0,15.7
687,1020.6,18.9,17.7,16.9,12.9,75.0,95.0,0.0,10.0,26.1
688,1019.1,20.9,17.2,15.6,16.1,91.0,85.0,0.1,30.0,15.4
689,1016.8,21.6,20.5,19.8,18.0,95.0,87.0,0.0,50.0,21.4
690,1015.9,18.9,17.7,16.9,17.2,95.0,95.0,0.0,60.0,40.0
691,1020.9,24.7,22.3,20.2,17.3,75.0,43.0,9.5,60.0,20.4
692,1018.2,22.2,20.9,18.0,18.7,81.0,78.0,2.2,60.0,10.3
693,1017.0,22.9,20.6,18.3,16.6,77.0,78.0,0.4,60.0,23.7
694,1020.9,17.4,16.6,15.5,13.7,78.0,89.0,1.0,40.0,22.5
695,1025.3,17.5,13.2,11.6,8.4,78.0,87.0,3.0,20.0,20.5
696,1020.1,18.8,15.3,13.4,6.2,80.0,88.0,0.5,10.0,21.6
697,1023.4,18.2,14.7,12.3,9.9,79.0,88.0,0.4,10.0,39.3
698,1021.2,17.4,15.2,14.1,13.6,84.0,83.0,3.3,40.0,30.6
699,1020.8,17.7,16.1,14.6,12.9,79.0,81.0,1.1,60.0,29.8
700,1022.3,18.0,13.7,11.9,3.8,75.0,74.0,9.1,20.0,21.9
701,1023.4,16.6,15.8,13.7,11.9,77.0,77.0,2.5,70.0,25.2
702,1021.1,17.3,18.0,16.1,16.1,70.0,86.0,3.0,40.0,14.8
703,1017.9,17.6,17.5,16.1,15.5,86.0,88.0,0.0,70.0,41.3
704,1022.5,19.2,17.7,15.2,12.1,76.0,86.0,0.4,20.0,29.0
705,1019.7,16.7,15.6,14.8,14.8,90.0,90.0,0.0,50.0,27.3
706,1017.7,17.5,16.4,15.6,15.5,93.0,95.0,0.3,60.0,25.9
707,1018.7,16.3,15.4,14.4,12.7,79.0,88.0,0.0,10.0,30.2
708,1018.1,23.2,19.6,17.2,15.0,72.0,19.0,8.4,50.0,9.8
709,1016.7,22.3,18.4,16.5,15.5,85.0,90.0,1.0,30.0,29.8
710,1020.8,15.7,13.9,11.8,10.9,86.0,88.0,0.1,20.0,24.8
711,1017.1,17.3,16.3,15.3,15.4,90.0,87.0,0.1,80.0,18.0
712,1023.9,17.6,15.2,11.5,13.6,93.0,88.0,0.2,40.0,17.3
713,1022.7,15.8,15.2,14.0,11.4,89.0,88.0,0.3,70.0,39.5
714,1016.1,22.9,22.0,20.0,19.8,82.0,81.0,5.1,60.0,35.3
715,1019.4,17.3,15.0,14.5,15.6,79.0,89.0,0.0,50.0,27.1
716,1017.8,21.3,19.3,17.8,18.1,81.0,86.0,2.2,20.0,18.2
717,1024.0,21.0,18.8,17.9,13.9,91.0,88.0,0.5,40.0,12.8
718,1016.4,22.3,18.2,17.4,15.5,95.0,88.0,0.0,40.0,28.4
719,1016.7,19.6,18.9,17.2,16.5,83.0,81.0,0.6,80.0,38.3
720,1019.4,20.6,18.5,16.5,16.4,75.0,90.0,0.1,50.0,38.0
721,1023.1,20.1,20.0,17.8,16.9,76.0,87.0,2.6,40.0,20.5
722,1022.9,21.3,19.0,17.0,12.6,74.0,61.0,2.2,70.0,36.0
723,1021.1,17.6,16.3,15.2,13.9,79.0,88.0,0.1,50.0,39.3
724,1019.4,16.8,15.5,15.4,15.0,96.0,95.0,0.0,50.0,24.2
725,1020.6,18.1,17.3,16.5,14.6,91.0,88.0,0.0,20.0,33.4
726,1016.6,17.2,17.2,16.6,16.4,91.0,88.0,0.0,60.0,38.0
727,1020.8,18.1,15.2,13.8,12.6,78.0,91.0,0.2,30.0,20.2
728,1019.7,17.7,16.1,15.3,12.9,79.0,88.0,0.0,80.0,38.3
729,1016.8,20.4,18.5,17.4,18.2,77.0,97.0,0.1,40.0,43.8
730,1016.8,20.5,18.1,17.7,16.9,96.0,91.0,0.0,50.0,48.0
731,1019.9,16.6,15.5,14.4,12.4,92.0,100.0,0.0,40.0,37.0
732,1013.5,23.2,18.0,17.5,16.0,79.0,81.0,0.0,60.0,55.5
733,1014.9,18.6,17.3,16.9,16.8,95.0,95.0,0.0,20.0,59.5
734,1024.4,11.3,11.4,10.4,8.6,77.0,88.0,0.0,20.0,39.3
735,1021.6,14.3,13.7,11.8,11.1,67.0,91.0,0.0,20.0,59.5
736,1024.1,15.4,13.8,10.0,11.7,58.0,67.0,5.6,60.0,25.2
737,1018.9,15.0,13.6,12.7,11.2,96.0,100.0,0.0,20.0,29.0
738,1024.1,15.5,13.5,11.1,11.6,86.0,78.0,0.6,20.0,21.6
739,1014.5,16.3,14.7,11.8,11.6,87.0,100.0,0.0,20.0,29.8
740,1027.1,18.5,15.4,13.7,10.1,75.0,89.0,0.0,60.0,39.5
741,1017.7,17.0,16.6,14.8,15.7,93.0,100.0,0.0,70.0,30.3
742,1016.8,15.8,15.3,14.6,13.3,79.0,94.0,0.0,70.0,39.5
743,1022.4,18.5,16.5,15.3,12.1,76.0,88.0,0.0,50.0,29.6
744,1019.9,20.6,17.2,16.1,15.9,97.0,99.0,0.0,40.0,20.4
745,1020.9,18.6,17.2,15.4,12.7,75.0,19.0,3.9,30.0,42.0
746,1021.5,12.5,8.5,4.7,2.0,75.0,69.0,4.3,20.0,19.8
747,1023.9,19.5,16.4,15.4,9.8,72.0,11.0,10.2,20.0,28.6
748,1024.1,19.8,16.6,14.4,7.2,62.0,29.0,10.2,60.0,24.9
749,1021.6,20.3,16.1,14.3,13.2,76.0,19.0,10.2,10.0,55.5
750,1022.3,18.0,16.5,14.6,15.5,86.0,91.0,1.0,50.0,14.8
751,1023.9,20.3,17.3,16.4,14.7,74.0,43.0,10.2,30.0,14.1
752,1024.7,22.4,17.7,15.4,10.1,49.0,19.0,10.2,60.0,40.0
753,1014.6,23.8,19.4,17.2,16.8,63.0,81.0,2.4,10.0,39.5
754,1013.4,20.9,19.0,17.1,19.3,96.0,100.0,0.0,50.0,16.7
755,1014.8,25.3,21.7,18.4,18.0,86.0,80.0,3.4,40.0,14.7
756,1020.6,24.8,19.1,17.2,16.6,75.0,57.0,5.3,70.0,33.5
757,1013.6,22.7,21.9,19.1,19.2,90.0,88.0,1.0,40.0,25.1
758,1020.4,15.5,15.4,14.1,12.0,93.0,88.0,1.4,70.0,24.4
759,1021.4,14.5,12.9,10.5,4.3,70.0,19.0,2.3,20.0,21.3
760,1017.5,22.7,21.5,20.1,20.8,93.0,88.0,0.0,20.0,35.8
761,1023.6,15.1,13.7,11.5,11.8,89.0,95.0,0.0,40.0,18.2
762,1020.4,17.2,16.2,15.6,11.0,69.0,46.0,9.5,20.0,24.4
763,1025.6,20.3,18.1,17.9,16.0,76.0,83.0,0.4,50.0,26.1
764,1017.8,20.6,18.7,17.1,16.7,79.0,84.0,1.2,40.0,21.9
765,1022.7,15.4,13.3,11.4,9.7,79.0,88.0,0.0,20.0,25.2
766,1026.5,15.0,13.6,11.2,6.4,69.0,88.0,0.2,20.0,32.2
767,1020.6,21.2,18.2,17.3,14.6,79.0,83.0,2.2,20.0,17.3
768,1017.1,22.3,20.7,17.2,18.0,82.0,87.0,1.0,50.0,24.9
769,1025.4,19.7,17.7,15.8,13.3,75.0,78.0,3.3,40.0,16.0
770,1018.9,21.6,18.0,17.6,15.9,78.0,82.0,0.0,50.0,12.7
771,1014.2,20.7,17.3,16.5,14.4,78.0,88.0,0.6,30.0,25.1
772,1015.1,25.5,21.6,20.6,19.4,78.0,68.0,9.8,80.0,14.8
773,1024.3,21.1,17.8,15.3,9.4,76.0,59.0,10.4,30.0,25.5
774,1018.6,20.8,18.8,18.3,17.3,78.0,55.0,6.9,50.0,8.6
775,1017.9,20.6,18.5,16.9,15.0,85.0,91.0,0.1,70.0,33.0
776,1018.6,17.0,16.6,15.3,14.5,93.0,91.0,0.9,20.0,20.5
777,1016.3,17.4,15.3,14.8,14.4,95.0,91.0,0.0,40.0,29.8
778,1019.9,17.5,16.5,15.5,15.6,95.0,91.0,0.0,60.0,34.0
779,1024.4,17.3,15.5,13.7,13.7,78.0,88.0,1.0,20.0,10.2
780,1015.2,17.1,16.6,15.9,15.9,95.0,100.0,0.0,50.0,21.8
781,1018.4,18.4,17.5,15.0,16.5,93.0,96.0,0.0,60.0,38.0
782,1019.4,23.6,20.4,18.9,9.9,79.0,48.0,10.3,20.0,23.9
783,1016.6,25.8,21.6,16.6,15.1,90.0,85.0,0.6,60.0,24.8
784,1020.4,17.1,15.5,14.8,8.2,79.0,79.0,0.2,20.0,23.3
785,1023.4,15.2,13.3,11.4,8.4,77.0,91.0,0.8,40.0,28.6
786,1012.2,21.3,18.9,18.8,18.6,92.0,96.0,0.0,50.0,11.1
787,1012.0,17.6,17.5,16.5,15.5,97.0,88.0,0.2,70.0,15.7
788,1012.0,18.0,17.3,16.3,16.1,76.0,86.0,3.7,20.0,31.7
789,1014.8,21.4,20.5,19.5,15.5,76.0,78.0,6.2,60.0,25.2
790,1013.4,24.0,21.8,19.6,19.8,79.0,76.0,0.0,40.0,11.2
791,1012.2,21.3,20.6,19.0,19.0,90.0,84.0,0.0,40.0,9.4
792,1018.4,21.3,19.1,17.2,18.9,98.0,100.0,0.0,50.0,8.1
793,1015.2,19.3,18.7,17.4,17.3,93.0,88.0,2.4,80.0,17.3
794,1021.8,21.9,19.2,17.4,15.7,82.0,82.0,3.1,50.0,21.4
795,1017.5,23.0,20.8,19.8,16.4,75.0,83.0,0.0,40.0,22.6
796,1020.6,18.8,19.9,17.1,16.0,79.0,95.0,0.0,30.0,19.3
797,1020.3,21.2,20.8,19.1,16.4,78.0,88.0,0.0,20.0,25.0
798,1012.7,23.5,21.5,19.8,18.8,91.0,88.0,0.0,50.0,23.9
799,1020.6,21.2,19.3,17.2,16.9,91.0,74.0,1.6,50.0,20.5
800,1017.1,18.6,17.7,16.9,15.0,79.0,91.0,0.0,70.0,38.0
801,1016.0,24.4,22.1,19.8,17.6,87.0,74.0,2.3,20.0,10.2
802,1019.4,21.3,20.7,20.9,18.3,81.0,88.0,0.0,30.0,12.1
803,1013.2,25.2,23.2,21.0,9.2,59.0,70.0,6.7,40.0,18.0
804,1013.1,25.9,23.1,21.0,21.4,93.0,88.0,1.8,40.0,17.2
805,1017.4,23.9,21.2,19.0,16.9,76.0,70.0,3.9,40.0,15.3
806,1019.3,27.8,23.1,21.3,21.9,87.0,95.0,0.6,80.0,25.5
807,1018.0,27.7,25.3,22.8,22.3,85.0,89.0,0.1,30.0,17.3
808,1013.0,26.7,23.2,21.1,23.2,90.0,88.0,0.1,30.0,15.3
809,1011.4,17.1,16.8,15.6,16.5,94.0,95.0,0.0,50.0,29.7
810,1011.6,22.4,21.1,20.1,19.6,98.0,97.0,0.5,80.0,12.5
811,1010.3,17.6,16.6,15.6,13.4,92.0,96.0,0.0,50.0,41.4
812,1008.2,25.9,22.0,21.5,20.6,88.0,84.0,3.2,20.0,24.2
813,1013.5,26.0,24.5,21.0,22.7,89.0,88.0,0.6,50.0,20.8
814,1010.3,26.9,24.9,23.0,22.3,88.0,89.0,0.4,70.0,11.3
815,1013.3,27.7,25.3,23.6,22.3,84.0,90.0,1.1,60.0,6.6
816,1011.3,22.8,20.6,19.9,18.6,79.0,81.0,0.0,70.0,23.5
817,1009.9,23.2,21.1,20.1,21.9,92.0,93.0,0.0,190.0,15.0
818,1012.5,26.2,24.9,24.0,22.1,98.0,88.0,0.1,70.0,25.2
819,1013.2,26.3,24.3,23.9,22.4,94.0,83.0,5.0,70.0,20.4
820,1012.0,28.2,25.3,23.7,23.2,89.0,90.0,2.5,40.0,8.1
821,1009.5,25.1,23.3,21.3,21.4,94.0,88.0,0.3,240.0,19.8
822,1013.9,24.8,23.7,21.8,21.2,90.0,82.0,3.3,220.0,12.0
823,1011.4,22.3,21.1,20.6,19.9,97.0,88.0,0.1,50.0,24.9
824,1006.8,27.8,25.3,24.0,24.3,92.0,89.0,2.4,40.0,21.9
825,1007.8,28.2,26.6,25.8,24.2,87.0,84.0,1.8,80.0,30.6
826,1016.3,28.6,26.4,25.0,23.9,94.0,88.0,0.4,80.0,18.0
827,1012.4,27.0,26.1,25.9,24.3,86.0,84.0,2.2,40.0,13.8
828,1017.0,28.2,26.6,25.8,23.7,79.0,82.0,4.8,100.0,30.6
829,1010.1,27.6,25.5,24.7,22.9,80.0,87.0,1.4,50.0,30.2
830,1012.2,26.6,24.9,22.0,22.1,84.0,88.0,1.0,80.0,9.1
831,1011.1,23.9,22.8,20.1,20.4,87.0,91.0,0.0,80.0,16.0
832,1012.0,30.5,26.8,24.8,23.1,84.0,88.0,2.4,60.0,28.8
833,1013.0,29.8,26.6,24.9,23.7,86.0,88.0,0.6,70.0,9.8
834,1016.0,28.4,26.8,24.8,25.0,87.0,88.0,1.5,70.0,26.4
835,1013.3,27.8,25.9,24.4,24.7,92.0,85.0,0.2,190.0,12.6
836,1008.3,30.8,28.1,25.4,24.1,84.0,85.0,3.1,180.0,15.9
837,1014.5,30.9,27.3,25.5,24.3,82.0,83.0,4.7,270.0,16.0
838,1011.1,31.0,28.1,26.7,23.7,87.0,82.0,2.7,30.0,14.0
839,1011.4,24.9,22.2,20.8,20.6,91.0,84.0,2.2,40.0,18.0
840,1013.3,26.9,24.6,23.3,19.9,82.0,81.0,5.7,70.0,20.4
841,1013.3,26.5,24.9,23.1,22.1,87.0,85.0,2.5,60.0,11.9
842,1011.4,29.8,26.9,25.6,23.8,89.0,75.0,8.8,50.0,9.2
843,1012.5,26.3,24.8,23.6,21.1,89.0,84.0,1.2,80.0,23.4
844,1011.4,29.1,26.8,25.4,23.2,83.0,81.0,1.8,190.0,15.1
845,1011.3,29.1,26.1,24.1,23.1,75.0,66.0,5.7,20.0,13.6
846,1008.1,30.8,27.8,26.5,24.7,82.0,86.0,1.2,210.0,31.2
847,1011.1,28.9,24.8,23.7,22.0,86.0,85.0,3.6,80.0,14.8
848,1010.4,31.0,28.1,26.4,23.4,89.0,71.0,6.7,200.0,13.9
849,1013.4,27.6,24.8,22.8,22.5,93.0,85.0,3.9,20.0,9.2
850,1007.6,28.7,26.2,24.3,24.2,87.0,78.0,8.4,220.0,15.8
851,1006.7,29.1,26.8,24.8,24.2,93.0,88.0,0.4,20.0,23.9
852,1009.5,30.3,27.0,24.4,23.8,77.0,75.0,8.7,100.0,7.9
853,1007.9,30.7,28.1,26.2,24.1,81.0,73.0,6.3,230.0,16.1
854,1007.6,30.4,26.3,23.2,23.3,89.0,66.0,7.7,75.0,8.5
855,1006.6,30.6,27.9,23.7,25.1,77.0,69.0,7.6,220.0,9.1
856,1006.7,29.6,28.4,26.7,25.5,93.0,85.0,0.2,130.0,24.8
857,1005.9,28.5,27.7,26.0,24.3,87.0,89.0,1.2,50.0,29.8
858,1008.9,31.0,29.0,26.7,25.6,80.0,69.0,6.4,230.0,11.2
859,1006.9,31.2,28.2,26.6,25.7,74.0,81.0,4.4,230.0,18.1
860,1007.5,32.0,29.9,27.7,24.3,91.0,85.0,6.2,220.0,25.0
861,1006.0,31.7,28.2,26.4,25.4,84.0,87.0,3.4,210.0,12.4
862,1009.5,33.0,30.1,27.1,25.9,75.0,69.0,10.0,220.0,19.6
863,1008.7,32.4,29.4,27.6,26.4,81.0,88.0,1.0,220.0,16.5
864,1007.9,33.4,29.1,24.3,25.8,88.0,82.0,2.2,230.0,20.5
865,1008.8,33.0,30.1,28.3,26.0,82.0,85.0,3.7,220.0,13.0
866,1005.9,31.8,28.5,26.4,26.1,83.0,88.0,2.0,220.0,25.1
867,1008.1,32.8,30.3,28.7,25.3,79.0,78.0,9.3,230.0,11.3
868,1008.5,31.7,28.9,26.9,25.3,84.0,88.0,1.6,220.0,24.5
869,1007.9,33.2,30.1,28.1,20.9,78.0,29.0,11.1,150.0,9.2
870,1006.3,32.8,29.0,27.7,26.3,89.0,88.0,0.7,240.0,28.4
871,1008.1,33.3,30.3,28.7,24.3,75.0,32.0,11.9,220.0,15.8
872,1006.6,33.3,30.0,28.0,25.0,72.0,39.0,10.5,230.0,9.4
873,1005.6,32.9,30.3,28.1,24.5,86.0,89.0,6.5,120.0,15.7
874,1007.5,32.2,29.7,27.5,25.7,81.0,83.0,6.3,220.0,4.5
875,1008.8,33.2,30.0,29.8,25.5,80.0,33.0,11.8,230.0,14.6
876,1005.3,33.3,30.3,28.7,24.8,76.0,54.0,10.5,230.0,10.2
877,1008.5,33.0,30.2,28.4,24.7,78.0,38.0,10.4,120.0,9.9
878,1010.5,33.7,30.3,28.6,25.8,75.0,32.0,9.3,240.0,14.0
879,1006.7,34.1,30.1,26.8,25.2,81.0,80.0,3.9,200.0,24.4
880,1008.6,33.4,30.4,28.0,24.7,72.0,20.0,10.1,230.0,11.8
881,1007.9,33.8,30.6,27.0,24.9,75.0,44.0,10.0,220.0,24.5
882,1005.6,33.4,30.4,27.0,23.4,75.0,38.0,10.6,10.0,15.4
883,1008.4,34.4,30.6,28.6,25.8,77.0,58.0,9.3,220.0,9.2
884,1009.9,35.1,30.7,28.0,25.4,81.0,60.0,8.3,200.0,14.5
885,1008.9,34.8,31.4,27.4,20.6,78.0,43.0,8.3,220.0,19.7
886,1008.8,32.9,30.9,28.2,23.9,78.0,72.0,4.1,180.0,30.2
887,1007.2,33.3,30.9,28.6,25.3,79.0,78.0,2.7,110.0,9.2
888,1006.2,34.8,30.6,27.4,24.9,82.0,80.0,4.9,70.0,28.7
889,1008.8,30.9,28.6,26.9,26.7,85.0,88.0,0.2,230.0,13.6
890,1007.8,35.1,31.0,27.1,26.5,86.0,84.0,3.8,220.0,29.8
891,1008.8,35.1,31.1,28.8,26.1,75.0,46.0,10.4,170.0,15.7
892,1006.9,33.3,30.3,28.1,25.4,74.0,47.0,5.0,230.0,9.6
893,1008.1,34.4,30.0,27.1,25.7,79.0,72.0,10.6,190.0,27.3
894,1007.8,32.3,29.0,26.9,25.4,78.0,38.0,11.0,220.0,20.2
895,1008.3,31.0,30.6,28.1,25.9,79.0,79.0,3.7,220.0,12.8
896,1010.3,31.3,28.6,26.4,25.3,93.0,84.0,1.8,220.0,14.8
897,1006.2,31.7,27.3,26.2,25.9,81.0,79.0,6.2,240.0,24.4
898,1008.1,33.1,29.6,27.4,25.6,88.0,83.0,5.9,200.0,11.1
899,1008.5,32.0,28.6,26.3,25.4,79.0,78.0,8.5,230.0,23.3
900,1006.4,32.0,28.2,26.5,25.9,84.0,82.0,3.1,220.0,14.6
901,1006.3,32.8,29.4,27.5,26.4,82.0,83.0,2.0,190.0,20.7
902,1004.5,31.4,28.0,24.7,25.2,74.0,88.0,0.1,90.0,14.8
903,1008.9,32.8,30.0,28.1,25.0,75.0,85.0,7.8,220.0,22.8
904,1008.7,31.6,28.2,26.8,26.6,89.0,82.0,2.4,240.0,25.9
905,1005.4,31.1,28.4,28.8,25.5,84.0,86.0,6.8,220.0,16.7
906,1008.4,32.4,29.5,27.3,25.8,87.0,84.0,3.7,230.0,18.8
907,1008.4,33.0,30.1,28.0,25.2,86.0,88.0,7.7,200.0,16.5
908,1008.4,30.3,28.6,26.9,25.9,88.0,84.0,0.2,230.0,12.8
909,1008.9,31.0,29.0,28.4,25.2,78.0,78.0,6.9,230.0,26.5
910,1005.7,31.0,29.1,26.3,26.3,84.0,78.0,5.4,230.0,13.3
911,1010.5,31.6,29.0,25.3,26.1,79.0,80.0,2.3,130.0,11.3
912,1008.4,33.7,30.0,27.8,25.0,78.0,38.0,11.4,180.0,13.9
913,1008.1,32.4,30.1,28.0,25.9,77.0,38.0,11.8,240.0,15.2
914,1008.5,33.3,30.6,28.1,25.9,81.0,58.0,6.0,220.0,16.5
915,1007.8,33.3,30.1,28.6,25.9,75.0,44.0,10.6,180.0,10.9
916,1003.8,31.2,28.7,26.9,24.8,86.0,83.0,3.1,210.0,12.3
917,1008.5,30.2,28.7,26.2,26.4,84.0,87.0,4.3,220.0,9.1
918,1006.4,32.3,29.9,28.2,25.2,84.0,72.0,10.7,220.0,17.3
919,1009.6,30.7,29.0,27.7,25.3,82.0,79.0,0.3,70.0,24.4
920,1005.9,32.9,29.2,28.2,26.2,75.0,47.0,9.1,240.0,13.8
921,1008.6,32.3,29.5,26.0,24.6,79.0,78.0,9.1,50.0,12.5
922,1005.8,32.2,29.4,26.4,25.3,81.0,59.0,7.2,30.0,23.7
923,1011.5,32.8,30.1,28.0,25.9,77.0,38.0,12.1,230.0,15.3
924,1006.6,33.1,30.3,28.2,25.8,78.0,69.0,11.2,230.0,8.0
925,1008.3,33.7,30.3,28.0,24.3,74.0,38.0,10.5,220.0,15.5
926,1008.5,34.4,30.1,27.8,24.3,74.0,28.0,10.1,220.0,9.2
927,1008.4,32.1,30.6,28.0,24.3,80.0,65.0,9.9,210.0,17.2
928,1008.0,33.2,30.6,26.4,26.2,81.0,78.0,5.1,290.0,15.7
929,1002.2,33.2,30.2,27.4,24.7,72.0,29.0,10.2,20.0,7.9
930,1008.2,33.2,30.0,28.8,25.3,77.0,53.0,11.0,170.0,4.5
931,1000.1,31.1,28.7,27.2,24.5,82.0,88.0,2.2,240.0,5.5
932,1011.5,31.4,28.7,26.9,25.3,82.0,88.0,1.6,200.0,22.0
933,1007.6,31.7,28.1,26.6,24.5,83.0,78.0,2.3,180.0,23.5
934,1011.4,31.0,28.1,26.9,26.3,76.0,69.0,8.8,20.0,9.1
935,1002.2,30.5,27.9,25.2,24.3,82.0,75.0,5.6,180.0,13.9
936,1009.2,31.0,28.9,26.4,25.4,89.0,86.0,1.3,80.0,11.7
937,1006.1,33.5,30.6,28.1,25.4,77.0,57.0,10.6,230.0,26.1
938,1006.7,33.3,30.2,28.0,24.3,77.0,32.0,10.9,290.0,25.0
939,1000.3,33.5,30.4,28.3,24.1,71.0,48.0,10.0,10.0,15.3
940,1004.3,35.4,31.4,28.4,24.8,62.0,38.0,11.2,110.0,22.4
941,1010.3,31.1,28.9,26.7,26.0,86.0,83.0,6.4,150.0,26.4
942,1006.6,33.3,30.8,28.6,24.7,72.0,29.0,10.6,290.0,20.2
943,1005.5,29.2,27.5,25.6,24.9,74.0,87.0,0.6,20.0,11.9
944,999.0,35.1,31.0,28.6,26.4,75.0,57.0,9.4,280.0,11.3
945,1008.4,31.2,28.1,26.8,25.4,81.0,88.0,0.3,50.0,21.9
946,1005.6,30.5,27.6,26.9,23.7,73.0,60.0,8.6,220.0,13.8
947,1008.3,32.8,29.2,26.8,24.0,80.0,85.0,5.3,220.0,13.9
948,1007.1,32.4,29.2,26.4,26.0,74.0,43.0,7.7,190.0,11.8
949,1006.4,31.3,28.8,27.3,26.4,87.0,84.0,1.2,220.0,13.9
950,1007.9,33.8,30.7,28.0,24.8,81.0,82.0,4.6,70.0,17.3
951,1008.4,31.1,29.0,26.4,24.3,74.0,46.0,5.7,110.0,21.5
952,1008.4,31.0,28.7,26.5,25.3,81.0,83.0,3.9,240.0,12.6
953,1008.5,31.1,28.1,26.4,25.5,78.0,80.0,7.9,300.0,18.4
954,1010.8,28.9,26.3,25.4,23.9,79.0,55.0,10.2,110.0,18.8
955,1008.1,29.6,26.9,24.8,25.8,78.0,88.0,6.9,60.0,17.3
956,1010.9,29.6,26.4,24.5,23.6,82.0,58.0,4.8,100.0,17.3
957,1012.3,28.6,26.8,24.8,23.8,72.0,48.0,10.9,20.0,12.8
958,1012.2,31.9,28.0,26.7,25.3,81.0,77.0,4.6,40.0,22.5
959,1011.5,29.5,26.9,25.0,23.8,75.0,43.0,7.7,100.0,22.6
960,1011.7,32.3,29.9,27.2,23.2,73.0,43.0,9.5,70.0,25.0
961,1011.4,31.2,28.9,26.4,23.1,70.0,47.0,7.7,10.0,17.2
962,1012.5,28.7,26.5,24.8,23.2,71.0,45.0,10.2,70.0,25.0
963,1005.7,28.9,26.0,24.8,23.0,73.0,44.0,9.8,20.0,20.5
964,1005.0,33.0,30.0,28.1,25.0,77.0,43.0,9.4,220.0,29.0
965,1008.4,33.3,30.1,27.0,22.5,84.0,48.0,7.9,60.0,17.2
966,1013.1,30.3,26.7,24.8,22.3,73.0,46.0,10.2,70.0,9.1
967,1008.9,31.6,29.2,26.9,25.8,82.0,82.0,6.7,200.0,30.0
968,1010.3,32.9,28.6,26.9,24.6,79.0,51.0,11.0,60.0,11.9
969,1014.4,30.9,27.2,25.2,25.3,86.0,81.0,1.6,220.0,37.7
970,1009.5,31.2,29.4,26.8,21.8,75.0,72.0,7.3,80.0,13.1
